电影ID,电影名,海报路径,星级,评论
37178027,8号出口,电影海报\37178027_8号出口.jpg,3,"如果你对游戏原作和本片前期宣传一无所知的话，那么开篇耳机里的的Boléro,M.81也会帮你剧透整个结构：正如这首旋律无限重复、只靠乐器变化的圆舞曲一样，电影也是在一个不断地重复空间里展开，唯有识别出每一次的异常现象，才能逃离这个没有尽头的后室。事实证明，这个创意对于90分钟的电影来说，篇幅依旧稍显勉强。影片中段在重复了第N次后，难免有些乏味的感觉。虽然后面努力地在进行变奏和新的展开，但已经难以挽回疲态。哪怕是二宫和也的演技，到了中段也逐渐撑不住场面了。以及这种隧道空间内的惊悚片，好像每个导演都控制不住要致敬一下闪灵。如果说洪水奔涌还可以解释成叙事需要的话，那么随之而起的群声吟唱，便暴露出了主创抑制不住的那种致敬老库的本能。主题如此积极正能量，适合一刀未剪引进国内，太符合国策了。"
37178027,8号出口,电影海报\37178027_8号出口.jpg,3,从开场主视角逐渐过渡到长镜头，至少前半部分氛围还算吸引人。不确定游戏原作是什么样的，但光从电影所呈现的“异常”而言有点缺乏想象力了，闯关机制也略显简陋。观众实际上也并不是很关心男主角想不想当爹。@MCL MOVIETOWN 8/30优先场
37178027,8号出口,电影海报\37178027_8号出口.jpg,2,"我找不到 我到不了
你所谓的将来的美好
我什么都不要 知不知道

我想看到 我在寻找
那所谓的爱情的美好
我紧紧的依靠 紧紧守牢
不敢漏掉 一丝一毫
愿你看到"
37178027,8号出口,电影海报\37178027_8号出口.jpg,3,一个装置艺术，看了90分钟。。。
37178027,8号出口,电影海报\37178027_8号出口.jpg,2,意淫苦难的直男电影。
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,4,最喜欢看这种比较传统的套路的剧情片，经典的列车难题，藏在幕后的炸弹客还真挺会 PUA，这一切不都应该是炸弹客的错吗？怎么还把责任推到拆弹专家身上了？无语了，本来可以有 8.5 到9 分的，就因为这个逻辑上的谬误，只能得 8 分。
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,影片呈现了电车难题给自身留下的幸存者综合征和负罪感，但并没有在最后从自身走向他人，当然在这里并不是说主人公最后的自我牺牲不是在拯救他人，而是从最后和女友的对话中可以了解，他在临终前渴求是一种内心的平静一种自我的救赎，而没有意识到或者说换位思考的是，他的死可能构成的后果，即女友会因引爆炸弹杀死男友，进而使得女友背负起与自身一样的负罪感，而也正是在这影片对人物并没有做出一个有意识的进一步的深入自我与他人，究竟是在拯救自我还是在拯救他人的人性思辨关系中，而只是停留于电车难题的思想框架中。
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,"硬是要把主角写死
最后去放行李，派一个手脚轻快的列车员去不是更快吗？非要让男主半死不活地去。如果说有炸弹别人害怕去放的话，就男主血流成那样，这些人不害怕他死半路上？哪怕来个人扶着他去。
求婚的男生在逃命时刻，戒指掉了要回去捡！不理解，命都要没了，戒指还重要吗？我以为下车要立马切求婚的镜头，然而并没有，是他俩坐在轮椅上打情骂俏。真的，但凡不捡戒指，就可以站在地上打情骂俏了呢。
以及阿辉这个角色，坏人动动嘴皮，就有蠢人往前冲，他这个年纪应该有智商理解爆炸案是有主谋的吧。这和警察救哪边有什么关系？警察就是个打工的……
最后，这个剧就是煽情的时候倒计时停了，想起来要营造紧张感，又把计时打在字幕上，薛定谔的时间

三分给主角的演技以及对公权的反思，虽然剧情难绷，但就这种程度，内地也不能拍..."
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,2,不去怪放炸弹的真凶反倒道德绑架冒着生命危险救人的警察是在干什么……作为拆弹大片除了一开始电话疑似引爆炸弹时拍出了一丝紧张感，其余时间都好像平平无奇的八点档家庭伦理剧，对于列车难题的探讨也只是浅尝辄止。唯一收获就是林柏宏挺帅的。
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,据说是花了很高成本实拍的，但是有点可惜，剧本还是薄弱，不光是主线剧情套路化，经过反复重剪也不够紧凑。
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,"台湾但凡有安检，就不会有这部电影
列车上但凡有人最后愿意帮男主，男主也不会死"
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,电影的个人英雄主义叙事太过于明显，在脱离了好莱坞式视觉大片的塑造，仅靠人物关系和事件揭秘反转来实现情节紧张感，有诸多牵强之处。甚至人为制造的冲突感冲淡了事件本身的叙事张力，林柏宏确实挺帅的，特别是电影里
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,2,情感表达可以说是非常刻意，演员自己回看表演都会觉得尬吧？最后主演伤成那样还要自己拖箱子，都不知道赶紧喊个乘务员帮忙，还要停下来煽情，只会让人觉得编剧心智不太正常。
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,电车问题年年出，次次要人命。做决定人很难，一边被歌颂，一边被唾弃。意外的，无可奈何。人为的，罪恶的是肇事者。在多数陌生人与少数人（内含自己爱的人）之间，你选择救谁？
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,2,如果片子真的只有96分钟就好点儿了（我看之前真就是这样认为的服了，前一个小时还蛮能看的，越往后越难看了也完全没有被煽到，肉搏戏挺好，剧作上只引导了极端的民众情绪（这太偷懒了太恶心人了，相较之下那个“潮男”说得我更有印象，“我的妈妈不是被炸死的，而是被疏散人群踩死的”，然后就接了两个画面：车厢里被逃窜群众踩踏的男人&跳车逃生的人把一个小女孩挤下车导致其翻滚而死。台湾高铁上的列车乘务员会提醒乘客的没素质行为诶，内地真的多学习一下…
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,台湾人真的很擅长拍一部你骂不了它难看的电影
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,2,爆炸灾难片爱好者失望，后半段反复拷问小学生水平的两难问题太久了，拍96分钟不好吗非要118分钟？
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,2,《生死时速》这么经典的顶级教参就放在那里，为什么就不去好好学习下如何捋清主次呢？啥都想要的指导思想下最后整合的结果只能是很机车了啦。
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,大场面就意思意思，但也代表了台湾商业片的制作上限，创作的拧巴主要体现在既要保住传统大片该有的东西，又要写反类型的动作英雄祛魅，间中穿插愚民生态，还不能落下一张接一张打的煽情牌，《新干线大爆破》那套刻画体制运行的外部群像可能受限预算遭完全屏蔽，纯靠不高明的人物关系反转、拯救自我来不断推动高潮就显得尤为疲软。
34850525,96分钟：列车爆炸案,电影海报\34850525_96分钟：列车爆炸案.jpg,3,没有安检吗？
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,4,画这么好
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,4,从男女主吵架的声音被挖掘机声盖过去那段就能看出制作组至少在上海采风了一周
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,4,平淡无奇的剧情，神级作画，神级上海氛围感捕捉
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,3,剧情太无聊，画风还是可以的。
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,5,在上海之下的影像宝藏仍在发光。在这个临海但没有海的存在之处的地方，人鱼只会在时代的变化之际到来；仿佛是童话版的苏州河
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,2,画风确实很独特，视效很好，很多角色设计概念也很有趣，看的时候大部分时候都在咯咯笑。虽然故事设定在上海，但却一句中文都没听到人说，所有角色都是日本人包括人鱼，新闻也是日语。如果这个地理位置对情节毫无用处，那是不是就只起到了一个异域风情的背景板作用？就算对上海街道和商铺刻画再细致入微，内核是否可以说甚至有文化挪用嫌疑？剧情老套到分分钟猜完故事走向不说，还爹味十足，一股子屌丝男幻想女神的痴人说梦感。人鱼公主在海里再高贵，结了婚都得给普信男老公洗鞋做饭。人类对女性贤妻良母的期待到底什么时候才是个头？
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,3,可视为成年版波妞，但过于平淡。
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,4,温暖的故事+独特的画风，在上海的取景非常上海，作者一定是个细腻的人！
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,3,最近都流行这种猥琐画风 确实挺猎奇的 就是多少有点辱金鱼姬了
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,4,38th TIFF 电影配乐真的好重要啊，在大荧幕看动画的感觉真的很好啊！人鱼公主太可爱了，特别是心碎那个瞬间，那种表现力没法只给三星。虽然总体还是觉得人类不值得，（）人不值得，但这个简单的童话故事还是太美好了，像是给爸爸放烟花这种事??爸爸??
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,3,IFFR 描绘上海的生活碎片蛮细节的 人物画风剪辑节奏独具风格 但故事上来说差点意思
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,1,汤浅：请给我好一点的情敌
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,3,太男频了
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,3,画风好看，剧情中规中矩
37226541,ChaO，我代表人类跟人鱼结婚了,电影海报\37226541_ChaO，我代表人类跟人鱼结婚了.jpg,3,剧情虽然老套了点，但动画确实很出色。这可能是上海街景被动画化时间最长和最美的一次了吧，可惜还是日本人做的。
35689244,F1：狂飙飞车,电影海报\35689244_F1：狂飙飞车.jpg,4,最后一场比赛里，总以为皮特会中途身体垮掉倒下，结果他竟然撑到大结局了
35689244,F1：狂飙飞车,电影海报\35689244_F1：狂飙飞车.jpg,4,八股式剧本，专为IMAX而生的电影呈现。
35689244,F1：狂飙飞车,电影海报\35689244_F1：狂飙飞车.jpg,3,属于如果我自己在家看绝对看不进的片子
